Date,Month,Year,CustomerID,ProductType,ServiceType,Quantity,UnitPrice,Region,SalesRep,InstallationRequired,PaymentMethod,TotalRevenue,InstallationDate
10/28/2024,October,2024,7869,Solar Panel 500W,Maintenance,1,"?342,729",Ibadan,Tunde,No,Transfer,"?342,729",
1/29/2024,January,2024,6696,Solar Panel 500W,Repair,3,"?53,419",Enugu,Grace,No,POS,"?160,257",
11/13/2024,November,2024,4038,Battery 200Ah,Site Inspection,1,"?144,213",Abuja,Stella,Yes,POS,"?144,213",11/17/2024
9/1/2024,September,2024,3845,Accessories,Maintenance,8,"?319,878",Abuja,Michael,Yes,Cash,"?2,559,024",9/11/2024
8/23/2024,August,2024,8864,Solar Panel 300W,Repair,2,"?136,898",Kano,Ada,Yes,Transfer,"?273,796",8/29/2024
7/3/2024,July,2024,7609,Battery 200Ah,Site Inspection,7,"?133,276",Abuja,John,Yes,Cash,"?932,932",7/14/2024
9/28/2024,September,2024,2265,Inverter 3.5kVA,Maintenance,6,"?248,422",Abuja,John,Yes,Cash,"?1,490,532",10/10/2024
8/23/2024,August,2024,3274,Charge Controller,Site Inspection,1,"?275,855",Enugu,Tunde,Yes,Cash,"?275,855",8/31/2024
8/26/2024,August,2024,3470,Solar Panel 300W,Maintenance,6,"?228,057",Port Harcourt,Tunde,Yes,Cash,"?1,368,342",9/3/2024
9/22/2024,September,2024,3577,Accessories,Installation,9,"?414,755",Ibadan,Michael,Yes,POS,"?3,732,795",10/4/2024
12/24/2024,December,2024,4660,Accessories,Installation,3,"?298,898",Kano,Tunde,Yes,Cash,"?896,694",1/1/2025
12/5/2024,December,2024,2068,Solar Panel 500W,Product Purchase,7,"?281,367",Enugu,John,Yes,Cash,"?1,969,569",12/11/2024
3/5/2024,March,2024,6591,Inverter 3.5kVA,Repair,4,"?173,392",Lagos,Ada,No,Cash,"?693,568",
6/25/2024,June,2024,6974,Accessories,Site Inspection,1,"?326,483",Lagos,Ada,Yes,POS,"?326,483",7/2/2024
1/3/2024,January,2024,5829,Inverter 3.5kVA,Site Inspection,7,"?151,374",Enugu,Tunde,No,Transfer,"?1,059,618",
5/21/2024,May,2024,2950,Charge Controller,Maintenance,1,"?388,313",Ibadan,Tunde,Yes,Transfer,"?388,313",5/26/2024
6/6/2024,June,2024,9283,Solar Panel 500W,Repair,4,"?371,295",Lagos,Grace,No,Transfer,"?1,485,180",
11/19/2024,November,2024,4093,Solar Panel 300W,Site Inspection,9,"?230,880",Enugu,John,No,Transfer,"?2,077,920",
5/25/2024,May,2024,6311,Solar Panel 500W,Repair,5,"?298,385",Abuja,Stella,No,Transfer,"?1,491,925",
10/19/2024,October,2024,2387,Charge Controller,Repair,7,"?310,578",Port Harcourt,Ada,Yes,Online Gateway,"?2,174,046",10/24/2024
6/1/2024,June,2024,5274,Accessories,Installation,7,"?202,803",Kano,Tunde,Yes,Cash,"?1,419,621",6/7/2024
7/11/2024,July,2024,3285,Inverter 3.5kVA,Site Inspection,3,"?319,036",Kano,Grace,Yes,Cash,"?957,108",7/22/2024
3/13/2024,March,2024,4206,Charge Controller,Site Inspection,8,"?307,942",Abuja,Grace,No,Transfer,"?2,463,536",
10/31/2024,October,2024,3924,Accessories,Product Purchase,1,"?151,210",Ibadan,Grace,Yes,Online Gateway,"?151,210",11/13/2024
12/9/2024,December,2024,8045,Battery 200Ah,Repair,4,"?391,285",Port Harcourt,Grace,Yes,POS,"?1,565,140",12/11/2024
5/19/2024,May,2024,9471,Inverter 3.5kVA,Maintenance,4,"?270,922",Lagos,Michael,No,Online Gateway,"?1,083,688",
7/5/2024,July,2024,2618,Charge Controller,Installation,2,"?117,156",Kano,Tunde,No,Cash,"?234,312",
10/19/2024,October,2024,9562,Solar Panel 300W,Product Purchase,6,"?215,748",Kano,Tunde,Yes,Transfer,"?1,294,488",10/24/2024
3/1/2024,March,2024,6896,Solar Panel 300W,Installation,1,"?194,973",Ibadan,Grace,Yes,Online Gateway,"?194,973",3/3/2024
7/16/2024,July,2024,8843,Accessories,Maintenance,3,"?290,677",Port Harcourt,Ada,No,POS,"?872,031",
10/21/2024,October,2024,8063,Accessories,Product Purchase,9,"?123,672",Enugu,Tunde,Yes,Transfer,"?1,113,048",10/27/2024
11/14/2024,November,2024,9495,Solar Panel 300W,Installation,6,"?441,601",Lagos,Michael,Yes,POS,"?2,649,606",11/25/2024
10/28/2024,October,2024,2348,Battery 200Ah,Maintenance,2,"?388,498",Kano,Michael,No,Transfer,"?776,996",
12/9/2024,December,2024,6556,Solar Panel 500W,Product Purchase,9,"?374,653",Kano,Grace,No,Cash,"?3,371,877",
1/11/2024,January,2024,6289,Solar Panel 300W,Maintenance,2,"?327,088",Lagos,Michael,Yes,Transfer,"?654,176",1/12/2024
3/2/2024,March,2024,3422,Accessories,Product Purchase,7,"?73,594",Port Harcourt,John,Yes,Transfer,"?515,158",3/16/2024
11/28/2024,November,2024,4628,Accessories,Site Inspection,1,"?223,793",Port Harcourt,Michael,No,Transfer,"?223,793",
8/13/2024,August,2024,3428,Battery 200Ah,Site Inspection,5,"?156,586",Port Harcourt,Grace,No,Transfer,"?782,930",
6/1/2024,June,2024,4033,Solar Panel 300W,Installation,7,"?428,833",Kano,Grace,Yes,Online Gateway,"?3,001,831",6/7/2024
7/17/2024,July,2024,7157,Battery 200Ah,Repair,3,"?147,422",Enugu,Grace,Yes,Online Gateway,"?442,266",7/31/2024
2/21/2024,February,2024,9860,Solar Panel 300W,Repair,4,"?370,086",Abuja,Ada,No,Online Gateway,"?1,480,344",
9/16/2024,September,2024,9691,Solar Panel 500W,Maintenance,5,"?324,462",Kano,Stella,Yes,Transfer,"?1,622,310",9/21/2024
2/28/2024,February,2024,8813,Charge Controller,Product Purchase,3,"?99,195",Ibadan,Tunde,No,POS,"?297,585",
3/12/2024,March,2024,2414,Solar Panel 300W,Site Inspection,6,"?365,314",Ibadan,Tunde,Yes,Online Gateway,"?2,191,884",3/25/2024
5/27/2024,May,2024,7708,Charge Controller,Repair,3,"?246,293",Enugu,Tunde,No,Cash,"?738,879",
12/14/2024,December,2024,9721,Solar Panel 300W,Site Inspection,8,"?274,207",Kano,Michael,No,Online Gateway,"?2,193,656",
3/3/2024,March,2024,7635,Solar Panel 500W,Maintenance,7,"?90,805",Kano,Michael,No,Online Gateway,"?635,635",
11/5/2024,November,2024,4621,Accessories,Maintenance,1,"?335,609",Lagos,Michael,No,Cash,"?335,609",
8/30/2024,August,2024,6315,Charge Controller,Product Purchase,2,"?277,752",Port Harcourt,Stella,No,Cash,"?555,504",
12/31/2024,December,2024,1754,Battery 200Ah,Repair,4,"?130,471",Enugu,Stella,No,POS,"?521,884",
11/25/2024,November,2024,3347,Solar Panel 300W,Maintenance,5,"?448,050",Lagos,Stella,Yes,Transfer,"?2,240,250",11/30/2024
4/16/2024,April,2024,1726,Accessories,Maintenance,4,"?246,765",Enugu,Stella,No,Cash,"?987,060",
8/13/2024,August,2024,5923,Solar Panel 300W,Site Inspection,4,"?408,383",Ibadan,Stella,Yes,POS,"?1,633,532",8/25/2024
11/8/2024,November,2024,3649,Battery 200Ah,Installation,9,"?134,467",Ibadan,Tunde,Yes,Transfer,"?1,210,203",11/18/2024
8/5/2024,August,2024,3815,Solar Panel 500W,Repair,4,"?145,885",Abuja,Tunde,No,Cash,"?583,540",
8/28/2024,August,2024,4279,Inverter 3.5kVA,Product Purchase,4,"?185,615",Port Harcourt,Stella,No,POS,"?742,460",
9/15/2024,September,2024,3984,Solar Panel 300W,Product Purchase,4,"?149,328",Port Harcourt,Tunde,Yes,POS,"?597,312",9/16/2024
9/18/2024,September,2024,4807,Battery 200Ah,Site Inspection,2,"?410,695",Enugu,Stella,No,Online Gateway,"?821,390",
1/5/2024,January,2024,8876,Inverter 3.5kVA,Product Purchase,8,"?366,655",Ibadan,Stella,No,Cash,"?2,933,240",
9/17/2024,September,2024,7099,Solar Panel 300W,Maintenance,4,"?207,550",Lagos,Stella,Yes,Transfer,"?830,200",9/25/2024
2/23/2024,February,2024,1607,Charge Controller,Repair,5,"?319,083",Kano,Tunde,No,POS,"?1,595,415",
2/16/2024,February,2024,7169,Accessories,Product Purchase,8,"?435,226",Port Harcourt,John,No,Online Gateway,"?3,481,808",
8/2/2024,August,2024,8790,Accessories,Repair,4,"?272,974",Kano,John,No,POS,"?1,091,896",
6/25/2024,June,2024,6573,Battery 200Ah,Product Purchase,5,"?116,120",Ibadan,Grace,No,Transfer,"?580,600",
1/9/2024,January,2024,1634,Charge Controller,Installation,5,"?286,126",Abuja,Grace,No,POS,"?1,430,630",
4/8/2024,April,2024,2074,Solar Panel 500W,Installation,6,"?388,477",Ibadan,John,Yes,Online Gateway,"?2,330,862",4/10/2024
1/20/2024,January,2024,2914,Inverter 3.5kVA,Repair,7,"?327,770",Kano,Ada,No,Transfer,"?2,294,390",
8/28/2024,August,2024,1588,Battery 200Ah,Installation,3,"?334,421",Ibadan,John,Yes,Cash,"?1,003,263",9/8/2024
3/1/2024,March,2024,4231,Solar Panel 300W,Installation,3,"?255,754",Port Harcourt,John,No,Online Gateway,"?767,262",
6/26/2024,June,2024,7351,Accessories,Maintenance,9,"?117,305",Enugu,John,Yes,Transfer,"?1,055,745",6/29/2024
12/3/2024,December,2024,4838,Solar Panel 300W,Product Purchase,1,"?91,176",Enugu,Michael,No,POS,"?91,176",
3/2/2024,March,2024,2973,Inverter 3.5kVA,Installation,8,"?251,847",Kano,Stella,No,Online Gateway,"?2,014,776",
5/24/2024,May,2024,6044,Charge Controller,Repair,3,"?387,314",Kano,Grace,No,Transfer,"?1,161,942",
8/3/2024,August,2024,7103,Charge Controller,Maintenance,5,"?403,404",Abuja,Tunde,No,Transfer,"?2,017,020",
1/3/2024,January,2024,7683,Battery 200Ah,Installation,3,"?40,702",Port Harcourt,Michael,Yes,Online Gateway,"?122,106",1/11/2024
6/8/2024,June,2024,6837,Battery 200Ah,Repair,1,"?76,541",Lagos,Stella,Yes,Transfer,"?76,541",6/13/2024
8/14/2024,August,2024,7783,Charge Controller,Product Purchase,5,"?119,330",Abuja,John,No,Transfer,"?596,650",
9/25/2024,September,2024,6594,Battery 200Ah,Installation,8,"?167,206",Port Harcourt,John,Yes,POS,"?1,337,648",9/29/2024
4/29/2024,April,2024,4822,Charge Controller,Repair,5,"?288,497",Enugu,Michael,Yes,Cash,"?1,442,485",5/4/2024
3/29/2024,March,2024,4389,Inverter 3.5kVA,Repair,4,"?382,754",Lagos,Tunde,Yes,Cash,"?1,531,016",3/30/2024
11/24/2024,November,2024,6914,Battery 200Ah,Site Inspection,9,"?423,454",Enugu,Michael,Yes,Online Gateway,"?3,811,086",12/6/2024
3/8/2024,March,2024,2780,Charge Controller,Repair,1,"?339,910",Kano,Michael,Yes,Online Gateway,"?339,910",3/21/2024
12/22/2024,December,2024,4688,Battery 200Ah,Site Inspection,5,"?122,247",Enugu,Grace,Yes,Transfer,"?611,235",12/27/2024
4/7/2024,April,2024,8211,Solar Panel 300W,Product Purchase,1,"?323,740",Abuja,Stella,Yes,Cash,"?323,740",4/8/2024
9/23/2024,September,2024,6037,Accessories,Product Purchase,6,"?229,224",Kano,Ada,No,POS,"?1,375,344",
4/14/2024,April,2024,7319,Solar Panel 300W,Maintenance,9,"?422,638",Kano,Grace,No,POS,"?3,803,742",
11/18/2024,November,2024,9640,Solar Panel 500W,Site Inspection,2,"?384,498",Kano,Tunde,Yes,Cash,"?768,996",11/22/2024
5/2/2024,May,2024,1081,Charge Controller,Repair,4,"?265,174",Port Harcourt,Tunde,Yes,Online Gateway,"?1,060,696",5/15/2024
1/29/2024,January,2024,7278,Solar Panel 500W,Maintenance,8,"?395,692",Lagos,Michael,Yes,Cash,"?3,165,536",1/31/2024
5/16/2024,May,2024,7999,Charge Controller,Maintenance,3,"?437,854",Port Harcourt,Michael,No,Online Gateway,"?1,313,562",
7/13/2024,July,2024,2406,Accessories,Product Purchase,7,"?194,062",Kano,John,Yes,POS,"?1,358,434",7/26/2024
8/13/2024,August,2024,8410,Battery 200Ah,Repair,7,"?85,264",Abuja,Michael,No,Transfer,"?596,848",
11/27/2024,November,2024,2480,Charge Controller,Site Inspection,2,"?341,900",Enugu,Stella,No,Transfer,"?683,800",
6/18/2024,June,2024,4598,Solar Panel 300W,Product Purchase,4,"?207,357",Kano,John,Yes,POS,"?829,428",6/29/2024
1/9/2024,January,2024,8993,Battery 200Ah,Maintenance,1,"?339,697",Lagos,Ada,Yes,Cash,"?339,697",1/18/2024
2/9/2024,February,2024,5183,Accessories,Installation,8,"?301,173",Port Harcourt,Stella,No,Cash,"?2,409,384",
1/25/2024,January,2024,4680,Solar Panel 300W,Maintenance,9,"?197,923",Lagos,Tunde,No,Cash,"?1,781,307",
9/17/2024,September,2024,8644,Battery 200Ah,Installation,1,"?251,655",Port Harcourt,Tunde,No,Cash,"?251,655",
8/13/2024,August,2024,5310,Charge Controller,Product Purchase,7,"?265,805",Enugu,Stella,Yes,Cash,"?1,860,635",8/25/2024
5/3/2024,May,2024,2758,Charge Controller,Site Inspection,1,"?33,384",Lagos,Grace,Yes,Online Gateway,"?33,384",5/9/2024
2/7/2024,February,2024,3599,Solar Panel 300W,Repair,1,"?438,305",Lagos,Michael,No,Cash,"?438,305",
11/23/2024,November,2024,6616,Inverter 3.5kVA,Installation,9,"?102,926",Port Harcourt,Michael,Yes,Cash,"?926,334",11/25/2024
9/7/2024,September,2024,6813,Charge Controller,Repair,6,"?179,079",Port Harcourt,Michael,No,Cash,"?1,074,474",
6/24/2024,June,2024,4853,Inverter 3.5kVA,Product Purchase,1,"?235,431",Port Harcourt,Tunde,No,Transfer,"?235,431",
3/30/2024,March,2024,3292,Battery 200Ah,Product Purchase,7,"?259,665",Ibadan,Stella,No,Transfer,"?1,817,655",
2/6/2024,February,2024,2501,Inverter 3.5kVA,Product Purchase,3,"?78,182",Enugu,Michael,Yes,Cash,"?234,546",2/12/2024
11/11/2024,November,2024,9422,Solar Panel 300W,Site Inspection,4,"?183,531",Lagos,Grace,No,Cash,"?734,124",
6/24/2024,June,2024,8550,Solar Panel 500W,Installation,4,"?211,483",Ibadan,John,No,Online Gateway,"?845,932",
10/10/2024,October,2024,5250,Solar Panel 500W,Repair,8,"?17,015",Ibadan,Tunde,Yes,Transfer,"?136,120",10/13/2024
3/21/2024,March,2024,7991,Solar Panel 300W,Maintenance,1,"?233,362",Kano,Grace,No,POS,"?233,362",
4/23/2024,April,2024,1114,Solar Panel 500W,Product Purchase,8,"?359,226",Ibadan,Stella,No,Transfer,"?2,873,808",
2/9/2024,February,2024,5406,Solar Panel 300W,Repair,9,"?68,901",Ibadan,Grace,No,Cash,"?620,109",
10/27/2024,October,2024,3347,Charge Controller,Repair,7,"?252,917",Port Harcourt,Stella,No,Transfer,"?1,770,419",
8/11/2024,August,2024,2041,Inverter 3.5kVA,Site Inspection,1,"?146,102",Port Harcourt,Stella,No,Cash,"?146,102",
11/13/2024,November,2024,7927,Solar Panel 500W,Installation,7,"?152,673",Abuja,Stella,No,Transfer,"?1,068,711",
12/14/2024,December,2024,1011,Charge Controller,Site Inspection,6,"?432,605",Enugu,Ada,No,Transfer,"?2,595,630",
4/24/2024,April,2024,8980,Solar Panel 500W,Site Inspection,5,"?198,050",Lagos,John,No,Transfer,"?990,250",
7/4/2024,July,2024,8871,Battery 200Ah,Repair,5,"?133,307",Enugu,Grace,No,Cash,"?666,535",
11/18/2024,November,2024,7375,Solar Panel 300W,Installation,1,"?101,985",Ibadan,Ada,Yes,POS,"?101,985",11/22/2024
2/25/2024,February,2024,8098,Solar Panel 300W,Installation,6,"?32,231",Ibadan,Grace,Yes,Cash,"?193,386",2/29/2024
2/9/2024,February,2024,4676,Charge Controller,Installation,4,"?327,087",Lagos,Michael,No,POS,"?1,308,348",
12/19/2024,December,2024,7109,Battery 200Ah,Product Purchase,1,"?432,492",Enugu,Grace,Yes,POS,"?432,492",12/22/2024
2/9/2024,February,2024,6397,Inverter 3.5kVA,Installation,8,"?130,196",Port Harcourt,Ada,Yes,POS,"?1,041,568",2/16/2024
12/12/2024,December,2024,4065,Battery 200Ah,Repair,8,"?398,911",Port Harcourt,Ada,Yes,POS,"?3,191,288",12/21/2024
8/24/2024,August,2024,3036,Battery 200Ah,Product Purchase,4,"?372,096",Lagos,Tunde,Yes,POS,"?1,488,384",8/25/2024
10/15/2024,October,2024,4046,Accessories,Maintenance,7,"?191,867",Lagos,Stella,Yes,Online Gateway,"?1,343,069",10/27/2024
9/18/2024,September,2024,1540,Inverter 3.5kVA,Site Inspection,3,"?275,086",Port Harcourt,Ada,No,POS,"?825,258",
8/3/2024,August,2024,1076,Inverter 3.5kVA,Installation,8,"?248,708",Lagos,Stella,No,Online Gateway,"?1,989,664",
5/26/2024,May,2024,4067,Battery 200Ah,Maintenance,7,"?29,294",Enugu,John,No,Cash,"?205,058",
12/1/2024,December,2024,1023,Solar Panel 500W,Installation,5,"?77,996",Port Harcourt,Ada,Yes,Cash,"?389,980",12/10/2024
6/16/2024,June,2024,6134,Accessories,Site Inspection,5,"?399,607",Lagos,Tunde,Yes,Online Gateway,"?1,998,035",6/21/2024
4/1/2024,April,2024,1675,Solar Panel 500W,Repair,9,"?155,276",Port Harcourt,Tunde,Yes,Transfer,"?1,397,484",4/10/2024
12/18/2024,December,2024,7668,Battery 200Ah,Repair,6,"?116,374",Abuja,Michael,Yes,POS,"?698,244",12/28/2024
2/28/2024,February,2024,5267,Solar Panel 500W,Site Inspection,6,"?360,138",Port Harcourt,Ada,Yes,Online Gateway,"?2,160,828",3/8/2024
2/28/2024,February,2024,6988,Inverter 3.5kVA,Maintenance,2,"?168,424",Port Harcourt,John,No,Cash,"?336,848",
10/30/2024,October,2024,8652,Inverter 3.5kVA,Product Purchase,5,"?274,894",Ibadan,Stella,No,Cash,"?1,374,470",
6/17/2024,June,2024,9680,Solar Panel 500W,Product Purchase,4,"?130,156",Enugu,Grace,Yes,Cash,"?520,624",6/26/2024
9/25/2024,September,2024,2485,Inverter 3.5kVA,Installation,3,"?197,139",Port Harcourt,Grace,Yes,Cash,"?591,417",10/6/2024
12/28/2024,December,2024,4659,Solar Panel 300W,Site Inspection,9,"?232,475",Lagos,Grace,Yes,Online Gateway,"?2,092,275",1/3/2025
2/14/2024,February,2024,3419,Inverter 3.5kVA,Site Inspection,7,"?431,829",Kano,Grace,Yes,Transfer,"?3,022,803",2/28/2024
12/10/2024,December,2024,8740,Battery 200Ah,Product Purchase,4,"?431,920",Lagos,Ada,Yes,Cash,"?1,727,680",12/15/2024
6/29/2024,June,2024,8143,Charge Controller,Maintenance,9,"?359,799",Ibadan,Michael,Yes,Transfer,"?3,238,191",7/13/2024
6/18/2024,June,2024,4495,Solar Panel 500W,Site Inspection,9,"?23,133",Lagos,Tunde,No,POS,"?208,197",
12/21/2024,December,2024,1756,Accessories,Repair,7,"?242,368",Abuja,Grace,No,Transfer,"?1,696,576",
7/9/2024,July,2024,9448,Solar Panel 500W,Repair,5,"?209,021",Kano,Ada,No,Cash,"?1,045,105",
6/3/2024,June,2024,2779,Inverter 3.5kVA,Site Inspection,9,"?203,393",Kano,Michael,No,Online Gateway,"?1,830,537",
7/6/2024,July,2024,7487,Inverter 3.5kVA,Maintenance,7,"?358,717",Enugu,John,No,POS,"?2,511,019",
1/7/2024,January,2024,1258,Charge Controller,Repair,9,"?233,813",Ibadan,Grace,Yes,Online Gateway,"?2,104,317",1/19/2024
5/12/2024,May,2024,5075,Charge Controller,Maintenance,3,"?320,960",Enugu,Stella,No,Online Gateway,"?962,880",
8/22/2024,August,2024,9498,Accessories,Product Purchase,9,"?227,687",Kano,John,Yes,Transfer,"?2,049,183",8/25/2024
2/14/2024,February,2024,9014,Battery 200Ah,Installation,1,"?298,005",Port Harcourt,John,No,Transfer,"?298,005",
11/9/2024,November,2024,2118,Solar Panel 300W,Product Purchase,5,"?162,551",Ibadan,Grace,No,Transfer,"?812,755",
9/5/2024,September,2024,8631,Battery 200Ah,Installation,2,"?351,783",Enugu,Stella,No,Cash,"?703,566",
1/31/2024,January,2024,4017,Accessories,Repair,1,"?175,530",Abuja,Ada,Yes,POS,"?175,530",2/3/2024
1/23/2024,January,2024,5341,Solar Panel 500W,Installation,3,"?248,764",Kano,Stella,Yes,Transfer,"?746,292",1/28/2024
6/8/2024,June,2024,2658,Inverter 3.5kVA,Installation,7,"?354,178",Kano,Michael,No,Cash,"?2,479,246",
12/28/2024,December,2024,9378,Battery 200Ah,Site Inspection,3,"?429,036",Ibadan,John,No,Online Gateway,"?1,287,108",
6/6/2024,June,2024,2797,Inverter 3.5kVA,Installation,9,"?220,518",Kano,Grace,No,POS,"?1,984,662",
2/8/2024,February,2024,1784,Inverter 3.5kVA,Site Inspection,3,"?190,036",Kano,Stella,No,Online Gateway,"?570,108",
3/22/2024,March,2024,6691,Battery 200Ah,Installation,6,"?201,905",Abuja,Tunde,Yes,Transfer,"?1,211,430",4/1/2024
12/21/2024,December,2024,4196,Battery 200Ah,Site Inspection,2,"?169,471",Abuja,Stella,Yes,POS,"?338,942",1/4/2025
9/14/2024,September,2024,9532,Charge Controller,Repair,8,"?431,974",Ibadan,Stella,Yes,Cash,"?3,455,792",9/25/2024
7/24/2024,July,2024,1562,Accessories,Repair,5,"?396,887",Kano,Michael,No,POS,"?1,984,435",
3/17/2024,March,2024,5746,Accessories,Installation,2,"?284,802",Enugu,Grace,No,POS,"?569,604",
1/12/2024,January,2024,3999,Solar Panel 300W,Maintenance,7,"?243,492",Lagos,John,Yes,POS,"?1,704,444",1/26/2024
10/21/2024,October,2024,2193,Charge Controller,Repair,3,"?267,762",Ibadan,Michael,No,Transfer,"?803,286",
8/11/2024,August,2024,1068,Solar Panel 300W,Product Purchase,5,"?144,622",Enugu,Michael,Yes,Online Gateway,"?723,110",8/23/2024
1/13/2024,January,2024,6679,Battery 200Ah,Product Purchase,9,"?95,801",Abuja,Tunde,Yes,Online Gateway,"?862,209",1/17/2024
2/15/2024,February,2024,3428,Accessories,Site Inspection,1,"?428,281",Lagos,Michael,Yes,Transfer,"?428,281",2/29/2024
6/3/2024,June,2024,7200,Accessories,Maintenance,2,"?62,467",Enugu,Grace,Yes,Transfer,"?124,934",6/5/2024
4/22/2024,April,2024,6396,Solar Panel 300W,Site Inspection,5,"?113,041",Enugu,Michael,No,Online Gateway,"?565,205",
8/20/2024,August,2024,7993,Solar Panel 500W,Installation,4,"?419,627",Kano,Tunde,Yes,Transfer,"?1,678,508",8/23/2024
1/17/2024,January,2024,4598,Charge Controller,Repair,1,"?124,109",Ibadan,Ada,Yes,Transfer,"?124,109",1/31/2024
12/25/2024,December,2024,1573,Charge Controller,Maintenance,7,"?208,480",Ibadan,Michael,No,Transfer,"?1,459,360",
8/10/2024,August,2024,5214,Charge Controller,Site Inspection,9,"?178,769",Abuja,Stella,No,Transfer,"?1,608,921",
12/19/2024,December,2024,8636,Accessories,Site Inspection,1,"?423,378",Port Harcourt,Michael,Yes,Online Gateway,"?423,378",12/21/2024
7/6/2024,July,2024,2478,Inverter 3.5kVA,Product Purchase,8,"?217,643",Port Harcourt,John,Yes,Cash,"?1,741,144",7/9/2024
12/9/2024,December,2024,7127,Accessories,Installation,9,"?168,582",Port Harcourt,Stella,No,Cash,"?1,517,238",
12/30/2024,December,2024,7676,Inverter 3.5kVA,Site Inspection,2,"?334,992",Ibadan,Stella,No,Online Gateway,"?669,984",
6/11/2024,June,2024,3196,Accessories,Product Purchase,1,"?192,997",Abuja,Ada,No,POS,"?192,997",
11/21/2024,November,2024,9166,Battery 200Ah,Maintenance,6,"?86,664",Abuja,John,No,POS,"?519,984",
3/14/2024,March,2024,9846,Accessories,Site Inspection,7,"?41,841",Port Harcourt,John,Yes,Cash,"?292,887",3/28/2024
8/20/2024,August,2024,7050,Battery 200Ah,Product Purchase,2,"?53,746",Lagos,John,No,Online Gateway,"?107,492",
8/11/2024,August,2024,5650,Inverter 3.5kVA,Installation,5,"?363,124",Port Harcourt,Michael,No,Cash,"?1,815,620",
11/14/2024,November,2024,9484,Charge Controller,Repair,5,"?34,180",Ibadan,Michael,Yes,POS,"?170,900",11/27/2024
2/29/2024,February,2024,5526,Inverter 3.5kVA,Maintenance,7,"?20,444",Lagos,Stella,No,Cash,"?143,108",
11/30/2024,November,2024,5412,Solar Panel 300W,Site Inspection,1,"?380,379",Abuja,Ada,Yes,Cash,"?380,379",12/2/2024
8/9/2024,August,2024,6443,Charge Controller,Product Purchase,8,"?231,918",Kano,Michael,No,Cash,"?1,855,344",
2/6/2024,February,2024,9787,Accessories,Site Inspection,5,"?84,344",Enugu,Grace,No,POS,"?421,720",
10/4/2024,October,2024,3593,Accessories,Repair,3,"?89,216",Lagos,Grace,Yes,POS,"?267,648",10/12/2024
7/14/2024,July,2024,7852,Accessories,Site Inspection,9,"?61,487",Abuja,Michael,Yes,Online Gateway,"?553,383",7/26/2024
12/17/2024,December,2024,7629,Accessories,Site Inspection,3,"?431,543",Lagos,Ada,Yes,Transfer,"?1,294,629",12/24/2024
8/29/2024,August,2024,4869,Accessories,Product Purchase,7,"?435,050",Port Harcourt,John,Yes,POS,"?3,045,350",9/1/2024
11/19/2024,November,2024,8971,Inverter 3.5kVA,Repair,7,"?40,826",Lagos,Stella,No,Transfer,"?285,782",
8/6/2024,August,2024,8822,Battery 200Ah,Maintenance,8,"?86,654",Lagos,Michael,Yes,Cash,"?693,232",8/14/2024
7/10/2024,July,2024,3989,Inverter 3.5kVA,Product Purchase,8,"?381,161",Lagos,Ada,Yes,Transfer,"?3,049,288",7/24/2024
1/17/2024,January,2024,8062,Solar Panel 500W,Repair,4,"?371,216",Ibadan,Ada,Yes,Online Gateway,"?1,484,864",1/30/2024
1/12/2024,January,2024,6340,Inverter 3.5kVA,Repair,1,"?291,851",Enugu,John,No,Cash,"?291,851",
7/11/2024,July,2024,4823,Charge Controller,Site Inspection,4,"?237,175",Ibadan,Tunde,Yes,Online Gateway,"?948,700",7/13/2024
1/22/2024,January,2024,4932,Accessories,Installation,6,"?135,919",Enugu,Tunde,No,Transfer,"?815,514",
4/29/2024,April,2024,9554,Inverter 3.5kVA,Installation,6,"?171,047",Port Harcourt,Tunde,Yes,Cash,"?1,026,282",5/13/2024
7/28/2024,July,2024,3429,Battery 200Ah,Maintenance,6,"?289,740",Kano,Tunde,Yes,POS,"?1,738,440",8/3/2024
11/1/2024,November,2024,8444,Accessories,Site Inspection,7,"?445,083",Ibadan,Michael,No,Transfer,"?3,115,581",
9/26/2024,September,2024,8147,Solar Panel 300W,Installation,1,"?397,124",Kano,Grace,No,Transfer,"?397,124",
7/10/2024,July,2024,8631,Solar Panel 500W,Product Purchase,1,"?106,679",Ibadan,Grace,No,Cash,"?106,679",
6/23/2024,June,2024,4598,Charge Controller,Maintenance,7,"?280,961",Abuja,Ada,Yes,Cash,"?1,966,727",7/5/2024
10/11/2024,October,2024,5329,Battery 200Ah,Site Inspection,4,"?303,993",Abuja,Grace,Yes,Online Gateway,"?1,215,972",10/15/2024
7/22/2024,July,2024,7718,Solar Panel 500W,Product Purchase,6,"?87,018",Lagos,Grace,Yes,POS,"?522,108",7/30/2024
6/12/2024,June,2024,9218,Inverter 3.5kVA,Installation,6,"?220,925",Kano,Stella,No,Transfer,"?1,325,550",
9/7/2024,September,2024,1092,Solar Panel 500W,Installation,9,"?332,497",Lagos,Grace,No,POS,"?2,992,473",
8/14/2024,August,2024,9500,Accessories,Installation,2,"?430,500",Enugu,Grace,Yes,POS,"?861,000",8/15/2024
1/7/2024,January,2024,1051,Accessories,Installation,4,"?274,221",Lagos,Grace,No,POS,"?1,096,884",
1/29/2024,January,2024,1318,Solar Panel 300W,Repair,4,"?116,627",Ibadan,Michael,No,Cash,"?466,508",
